Arrangement,Model,Species_clean,Species_key,Species_MaxSelectionFrequency,Species_MaxTopKSelectionFrequency,Species_SumMeanAbsNonZeroCoef,Species_BestConsensusRank,N_Selected_FeatureTypes,Any_CRC_Associated,Any_Control_Associated,PA_MeanAbsNonZeroCoef,rCLR_MeanAbsNonZeroCoef,PA_SelectionFrequency,rCLR_SelectionFrequency,Dominant_Signal,SpeciesRank,In_Phase3_1_BlockedWilcoxon_rCLR,In_Phase3_2_CMH_PA,In_Phase3_3_MetaAnalysis_rCLR,In_Any_Formal_Phase3,In_2plus_Formal_Phase3,N_Formal_Phase3_Supports,Species_clean_phase35,categories,is_early,is_late,is_progression,is_ordered_increasing,is_ordered_decreasing,best_trend_direction,best_trend_q
OnlyFemale,LASSO_LogisticRegression,Parabacteroides merdae,parabacteroides merdae,0.0,0.0,0.0,87,2,False,False,0.0,0.0,0.0,0.0,PA,81,False,False,False,False,False,0,Parabacteroides merdae,PROGRESSION,False,False,True,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Paraprevotella xylaniphila,paraprevotella xylaniphila,0.0,0.0,0.0,88,2,False,False,0.0,0.0,0.0,0.0,PA,82,False,False,False,False,False,0,Paraprevotella xylaniphila,LATE,False,True,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Parasutterella excrementihominis,parasutterella excrementihominis,0.0,0.0,0.0,89,2,False,False,0.0,0.0,0.0,0.0,PA,83,False,False,False,False,False,0,Parasutterella excrementihominis,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Phascolarctobacterium faecium,phascolarctobacterium faecium,0.0,0.0,0.0,90,2,False,False,0.0,0.0,0.0,0.0,PA,84,False,False,False,False,False,0,Phascolarctobacterium faecium,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Phascolarctobacterium succinatutens,phascolarctobacterium succinatutens,0.0,0.0,0.0,91,2,False,False,0.0,0.0,0.0,0.0,PA,85,False,False,False,False,False,0,Phascolarctobacterium succinatutens,ORDERED_INCREASING,False,False,False,True,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Phocaeicola coprocola,phocaeicola coprocola,0.0,0.0,0.0,92,2,False,False,0.0,0.0,0.0,0.0,PA,86,False,False,False,False,False,0,Phocaeicola coprocola,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Phocaeicola dorei,phocaeicola dorei,0.0,0.0,0.0,93,2,False,False,0.0,0.0,0.0,0.0,PA,87,False,False,False,False,False,0,Phocaeicola dorei,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Phocaeicola massiliensis,phocaeicola massiliensis,0.0,0.0,0.0,94,2,False,False,0.0,0.0,0.0,0.0,PA,88,False,False,False,False,False,0,Phocaeicola massiliensis,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Phocaeicola vulgatus,phocaeicola vulgatus,0.0,0.0,0.0,95,2,False,False,0.0,0.0,0.0,0.0,PA,89,False,False,False,False,False,0,Phocaeicola vulgatus,PROGRESSION,False,False,True,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Prevotella copri,prevotella copri,0.0,0.0,0.0,96,2,False,False,0.0,0.0,0.0,0.0,PA,90,False,False,False,False,False,0,Prevotella copri,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Proteobacteria bacterium CAG:139,proteobacteria bacterium cag:139,0.0,0.0,0.0,97,2,False,False,0.0,0.0,0.0,0.0,PA,91,False,False,False,False,False,0,Proteobacteria bacterium CAG:139,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Roseburia faecis,roseburia faecis,0.0,0.0,0.0,98,2,False,False,0.0,0.0,0.0,0.0,PA,92,False,False,False,False,False,0,Roseburia faecis,LATE;ORDERED_DECREASING,False,True,False,False,True,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Roseburia hominis,roseburia hominis,0.0,0.0,0.0,99,2,False,False,0.0,0.0,0.0,0.0,PA,93,False,False,False,False,False,0,Roseburia hominis,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Roseburia intestinalis,roseburia intestinalis,0.0,0.0,0.0,100,2,False,False,0.0,0.0,0.0,0.0,PA,94,False,False,False,False,False,0,Roseburia intestinalis,EARLY,True,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Roseburia inulinivorans,roseburia inulinivorans,0.0,0.0,0.0,101,2,False,False,0.0,0.0,0.0,0.0,PA,95,False,False,False,False,False,0,Roseburia inulinivorans,ORDERED_DECREASING,False,False,False,False,True,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Ruminococcus bicirculans,ruminococcus bicirculans,0.0,0.0,0.0,102,2,False,False,0.0,0.0,0.0,0.0,PA,96,False,False,False,False,False,0,Ruminococcus bicirculans,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Ruminococcus bromii,ruminococcus bromii,0.0,0.0,0.0,103,2,False,False,0.0,0.0,0.0,0.0,PA,97,False,False,False,False,False,0,Ruminococcus bromii,ORDERED_INCREASING,False,False,False,True,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Slackia isoflavoniconvertens,slackia isoflavoniconvertens,0.0,0.0,0.0,105,2,False,False,0.0,0.0,0.0,0.0,PA,98,False,False,False,False,False,0,Slackia isoflavoniconvertens,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Streptococcus parasanguinis,streptococcus parasanguinis,0.0,0.0,0.0,106,2,False,False,0.0,0.0,0.0,0.0,PA,99,False,False,False,False,False,0,Streptococcus parasanguinis,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Streptococcus salivarius,streptococcus salivarius,0.0,0.0,0.0,107,2,False,False,0.0,0.0,0.0,0.0,PA,100,False,False,False,False,False,0,Streptococcus salivarius,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Streptococcus thermophilus,streptococcus thermophilus,0.0,0.0,0.0,108,2,False,False,0.0,0.0,0.0,0.0,PA,101,False,False,False,False,False,0,Streptococcus thermophilus,PROGRESSION,False,False,True,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Veillonella atypica,veillonella atypica,0.0,0.0,0.0,109,2,False,False,0.0,0.0,0.0,0.0,PA,102,False,False,False,False,False,0,Veillonella atypica,ORDERED_INCREASING,False,False,False,True,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Veillonella parvula,veillonella parvula,0.0,0.0,0.0,110,2,False,False,0.0,0.0,0.0,0.0,PA,103,False,False,False,False,False,0,Veillonella parvula,ORDERED_INCREASING,False,False,False,True,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,[Eubacterium] rectale,[eubacterium] rectale,0.0,0.0,0.0,111,2,False,False,0.0,0.0,0.0,0.0,PA,104,False,False,False,False,False,0,[Eubacterium] rectale,ORDERED_DECREASING,False,False,False,False,True,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,[Eubacterium] siraeum,[eubacterium] siraeum,0.0,0.0,0.0,112,2,False,False,0.0,0.0,0.0,0.0,PA,105,False,False,False,False,False,0,[Eubacterium] siraeum,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,[Ruminococcus] lactaris,[ruminococcus] lactaris,0.0,0.0,0.0,113,2,False,False,0.0,0.0,0.0,0.0,PA,106,False,False,False,False,False,0,[Ruminococcus] lactaris,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,[Ruminococcus] torques,[ruminococcus] torques,0.0,0.0,0.0,114,2,False,False,0.0,0.0,0.0,0.0,PA,107,False,False,False,False,False,0,[Ruminococcus] torques,LATE,False,True,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
